,userId,mood,recommendations,feedbacks,number of recs
1,1,Anger,"['Legend of Zorro, The (2005)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
2,2,Anger,"[""Operation 'Y' & Other Shurik's Adventures (1965)"", 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
3,3,Anger,"['Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
4,4,Joy,"['Secret of Roan Inish, The (1994)']",['Perfect'],1
5,5,Sadness,"['Identity (2003)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
6,6,Fear,"['Transformers: Age of Extinction (2014)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
7,7,Sadness,"['...And Justice for All (1979)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
8,8,Anger,['The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles (1981)'],['Perfect'],1
9,9,Sadness,"['Fire in the Sky (1993)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
10,10,Disgust,"['Sin City: A Dame to Kill For (2014)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
11,11,Joy,"[""Gregory's Girl (1981)"", 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
12,12,Fear,"['Midnight Meat Train, The (2008)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
13,13,Joy,"['Blind Date (1987)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
14,14,Anger,"['Teenage Mutant Ninja Turtles: Out of the Shadows (2016)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
15,15,Disgust,"['Darkman II: Return of Durant, The (1995)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
16,16,Joy,"['All Dogs Go to Heaven 2 (1996)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
17,17,Fear,"['The Mummy (2017)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
18,18,Disgust,['Untitled Spider-Man Reboot (2017)'],['Perfect'],1
19,19,Joy,"[""Money Money Money (L'aventure, c'est l'aventure) (1972)"", 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
20,20,Sadness,['Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003)'],['Perfect'],1
21,21,Anger,"['Changeling (2008)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
22,22,Joy,['Agora (2009)'],['Perfect'],1
23,23,Anger,"['Snake Eyes (1998)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
24,24,Disgust,['Untitled Spider-Man Reboot (2017)'],['Perfect'],1
25,25,Fear,['The Girl with All the Gifts (2016)'],['Perfect'],1
26,26,Disgust,"['The Hunger Games (2012)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
27,27,Fear,['Avengers: Infinity War - Part I (2018)'],['Perfect'],1
28,28,Fear,"['Revenant, The (2009)']",['Perfect'],1
29,29,Fear,['Doctor Who: The Runaway Bride (2007)'],['Perfect'],1
30,30,Fear,['Seven Sisters (2017)'],['Perfect'],1
31,31,Disgust,"['Get Shorty (1995)', 'Dances with Wolves (1990)', 'Usual Suspects, The (1995)']","['Like', 'Like', 'Perfect']",3
32,32,Disgust,"['Underworld: Evolution (2006)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
33,33,Anger,['John Wick: Chapter Two (2017)'],['Perfect'],1
34,34,Fear,"['Virus (1999)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
35,35,Anger,['Loving Vincent (2017)'],['Perfect'],1
36,36,Joy,"['Perez Family, The (1995)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
37,37,Anger,"['Live Free or Die Hard (2007)', 'Sneakers (1992)', 'Star Wars: Episode IV - A New Hope (1977)']","['Like', 'Like', 'Perfect']",3
38,38,Disgust,['House of Games (1987)'],['Perfect'],1
39,39,Disgust,"['Hunting Party, The (2007)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
40,40,Joy,['Fantasia (1940)'],['Perfect'],1
41,41,Joy,"['Proposal, The (2009)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
42,42,Anger,"['Covenant, The (2006)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
43,43,Disgust,"['Transformers: Dark of the Moon (2011)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
44,44,Fear,['Zombieland (2009)'],['Perfect'],1
45,45,Fear,"['Insurgent (2015)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
46,46,Fear,"['Superman Returns (2006)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
47,47,Sadness,"['Batman: Assault on Arkham (2014)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
48,48,Disgust,"['Wasabi (2001)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
49,49,Disgust,"['Striptease (1996)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
50,50,Disgust,"['Crazies, The (2010)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
51,51,Anger,"['Jack Reacher: Never Go Back (2016)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
52,52,Fear,"[""Inside (À l'intérieur) (2007)""]",['Perfect'],1
53,53,Sadness,"['Mighty Joe Young (1998)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
54,54,Anger,"['Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
55,55,Sadness,"['Final Analysis (1992)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
56,56,Sadness,"[""Bird with the Crystal Plumage, The (Uccello dalle piume di cristallo, L') (1970)""]",['Perfect'],1
57,57,Disgust,['Kiss Kiss Bang Bang (2005)'],['Perfect'],1
58,58,Sadness,"['All About the Benjamins (2002)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
59,59,Joy,['Camelot (1967)'],['Perfect'],1
60,60,Disgust,"['New Police Story (Xin jing cha gu shi) (2004)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
61,61,Disgust,"[""Librarian: Return to King Solomon's Mines, The (2006)"", 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
62,62,Sadness,['Crash (2004)'],['Perfect'],1
63,63,Fear,['Blue Exorcist: The Movie (2012)'],['Perfect'],1
64,64,Joy,"['Treasure Island (1950)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
65,65,Sadness,"['10 Cent Pistol (2015)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
66,66,Anger,['The Magnificent Ruffians (1979)'],['Perfect'],1
67,67,Anger,"['Eragon (2006)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
68,68,Fear,['Confessions (Kokuhaku) (2010)'],['Perfect'],1
69,69,Anger,"['Bone Man, The (Der Knochenmann) (2009)']",['Perfect'],1
70,70,Sadness,"['Antitrust (2001)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
71,71,Fear,"[""Jennifer's Body (2009)"", 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
72,72,Joy,"['Green Butchers, The (Grønne slagtere, De) (2003)']",['Perfect'],1
73,73,Disgust,"['Great Mouse Detective, The (1986)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
74,74,Joy,"['Five-Year Engagement, The (2012)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
75,75,Sadness,"['Kindergarten Cop (1990)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
76,76,Disgust,"['Deadfall (2012)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
77,77,Sadness,"['Ruins, The (2008)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
78,78,Sadness,"['Stay (2005)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
79,79,Joy,"['Crush (2001)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
80,80,Sadness,['Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005)'],['Perfect'],1
81,81,Joy,"['Twilight Saga: New Moon, The (2009)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
82,82,Fear,['Parasyte: Part 2 (2015)'],['Perfect'],1
83,83,Anger,"['Haunted World of El Superbeasto, The (2009)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
84,84,Disgust,"['Get Smart (2008)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
85,85,Sadness,"['Watcher in the Woods, The (1980)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
86,86,Sadness,"['Gardens of Stone (1987)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
87,87,Disgust,"['Lethal Weapon 4 (1998)', 'Sneakers (1992)', 'Star Wars: Episode IV - A New Hope (1977)']","['Dislike', 'Like', 'Perfect']",3
88,88,Disgust,"['Drive Hard (2014)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
89,89,Fear,['Drag Me to Hell (2009)'],['Perfect'],1
90,90,Disgust,['Fantastic Mr. Fox (2009)'],['Perfect'],1
91,91,Joy,"['Iron Giant, The (1999)']",['Perfect'],1
92,92,Fear,"['Re-Animator (1985)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
93,93,Disgust,"['Phantom, The (1996)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
94,94,Disgust,"['Day Watch (Dnevnoy dozor) (2006)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
95,95,Anger,"['The Accountant (2016)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
96,96,Sadness,"['Mariachi, El (1992)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
97,97,Joy,"['Diamond Arm, The (Brilliantovaya ruka) (1968)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
98,98,Fear,['Hood of Horror (2006)'],['Perfect'],1
99,99,Anger,"['Cop Out (2010)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
100,100,Fear,"['Star Wars: The Last Jedi (2017)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
101,101,Anger,"['Righteous Kill (2008)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
102,102,Disgust,"['Justice League: The New Frontier (2008) ', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
103,103,Fear,"['Insidious: The Last Key (2018)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
104,104,Fear,['Deathgasm (2015)'],['Perfect'],1
105,105,Joy,"['Anthony Adverse (1936)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
106,106,Sadness,"['Ice Harvest, The (2005)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
107,107,Disgust,"['Forbidden Kingdom, The (2008)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
108,108,Anger,"['Machine Girl, The (Kataude mashin gâru) (2008)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
109,109,Joy,"['Secret Life of Walter Mitty, The (2013)']",['Perfect'],1
110,110,Anger,"['Patriot Games (1992)', 'Hunt for Red October, The (1990)']","['Like', 'Perfect']",2
111,111,Sadness,['Drive (2011)'],['Perfect'],1
112,112,Anger,"['Foxy Brown (1974)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
113,113,Sadness,"['Eulogy (2004)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
114,114,Sadness,['Forrest Gump (1994)'],['Perfect'],1
115,115,Sadness,"['WarGames (1983)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
116,116,Anger,"['Escort, The (Scorta, La) (1993)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
117,117,Joy,"['Topkapi (1964)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
118,118,Anger,"['Dunkirk (2017)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
119,119,Sadness,"['Vice (2015)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
120,120,Anger,"['Program, The (1993)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
121,121,Sadness,['No Country for Old Men (2007)'],['Perfect'],1
122,122,Sadness,"[""Fool's Gold (2008)"", 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
123,123,Joy,"['Decline of Western Civilization, The (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
124,124,Disgust,"['Wasabi (2001)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
125,125,Anger,"['Taxi 4 (2007)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
126,126,Sadness,"['Brave One, The (2007)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
127,127,Joy,"['Batman & Robin (1997)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
128,128,Fear,"['Ghost in the Shell: Stand Alone Complex - The Laughing Man (2005)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
129,129,Sadness,"['Death Wish 4: The Crackdown (1987)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
130,130,Disgust,"['Bandidas (2006)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
131,131,Sadness,"['Zathura (2005)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
132,132,Disgust,"['Kingsglaive: Final Fantasy XV (2016)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
133,133,Disgust,['Max Manus (2008)'],['Perfect'],1
134,134,Anger,"['Bernie (2011)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
135,135,Joy,"['Two Weeks Notice (2002)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
136,136,Disgust,"['Trou, Le (Hole, The) (Night Watch, The) (1960)']",['Perfect'],1
137,137,Disgust,"['Olympus Has Fallen (2013)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
138,138,Anger,"['Poker Night (2014)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
139,139,Anger,['Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993)'],['Perfect'],1
140,140,Sadness,['Mulholland Drive (2001)'],['Perfect'],1
141,141,Anger,"['Kill! (Kiru) (1968)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
142,142,Disgust,"['16 Blocks (2006)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
143,143,Joy,"['Heavy Metal 2000 (2000)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Dislike', 'Perfect']",2
144,144,Disgust,['Drive Angry (2011)'],['Perfect'],1
145,145,Anger,['High Sierra (1941)'],['Perfect'],1
146,146,Anger,"['Blood In, Blood Out (1993)']",['Perfect'],1
147,147,Sadness,['From Here to Eternity (1953)'],['Perfect'],1
148,148,Disgust,"[""'71 (2014)""]",['Perfect'],1
149,149,Sadness,"['The Professional: Golgo 13 (1983)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
150,150,Sadness,"['Snow White and the Huntsman (2012)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
151,151,Joy,"['Simpsons: The Longest Daycare, The (2012)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
152,152,Sadness,['Mulholland Drive (2001)'],['Perfect'],1
153,153,Fear,['Frankenstein 90 (1984)'],['Perfect'],1
154,154,Disgust,"['Killers, The (1946)']",['Perfect'],1
155,155,Fear,"['Primeval (2007)', 'Matrix, The (1999)']","['Dislike', 'Perfect']",2
156,156,Fear,"['Pact, The (2012)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
157,157,Anger,"['Striptease (1996)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
158,158,Joy,"['Music Man, The (1962)']",['Perfect'],1
159,159,Sadness,"['Good Day to Die Hard, A (2013)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
160,160,Sadness,"['Mission: Impossible - Fallout (2018)', 'Stand by Me (1986)']","['Like', 'Perfect']",2
161,161,Joy,"['Don Juan DeMarco (1995)', 'American Beauty (1999)']","['Like', 'Perfect']",2
162,162,Fear,['The Electric Hotel (1908)'],['Perfect'],1
163,163,Anger,['Baby Driver (2017)'],['Perfect'],1
164,164,Fear,['Alien (1979)'],['Perfect'],1
165,165,Anger,"['Homefront (2013)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
166,166,Sadness,['Son of Rambow (2007)'],['Perfect'],1
167,167,Anger,"['Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
168,168,Disgust,"['Asphalt Jungle, The (1950)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
169,169,Joy,['My Neighbor Totoro (Tonari no Totoro) (1988)'],['Perfect'],1
170,170,Anger,"['To Live and Die in L.A. (1985)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
171,171,Fear,"['Saw III (2006)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
172,172,Joy,['In July (Im Juli) (2000)'],['Perfect'],1
173,173,Joy,"[""It's a Wonderful Life (1946)""]",['Perfect'],1
174,174,Anger,"['San Andreas (2015)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
175,175,Anger,"['Silverado (1985)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
176,176,Sadness,"['Fire in the Sky (1993)', 'Stand by Me (1986)']","['Dislike', 'Perfect']",2
177,177,Joy,"['Arthur (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
178,178,Joy,['Dragon ball Z 04: Lord Slug (1991)'],['Perfect'],1
179,179,Anger,"['F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
180,180,Joy,['Top Hat (1935)'],['Perfect'],1
181,181,Anger,"['Electra Glide in Blue (1973)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
182,182,Joy,['It Happened on Fifth Avenue (1947)'],['Perfect'],1
183,183,Anger,"['World on a Wire (Welt am Draht) (1973)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Like', 'Like', 'Perfect']",3
184,184,Anger,['Hellboy II: The Golden Army (2008)'],['Perfect'],1
185,185,Joy,"['Jump Tomorrow (2001)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
186,186,Fear,"['Resident Evil: Afterlife (2010)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
187,187,Anger,"['2012 (2009)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
188,188,Anger,['Underworld: Rise of the Lycans (2009)'],['Perfect'],1
189,189,Disgust,"['Bad Lieutenant: Port of Call New Orleans (2009)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
190,190,Fear,['Battlestar Galactica: Razor (2007)'],['Perfect'],1
191,191,Anger,"['Beverly Hills Cop III (1994)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
192,192,Anger,"['Bullet to the Head (2012)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
193,193,Fear,"['Vampire Hunter D (1985)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
194,194,Joy,"['Milk Money (1994)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
195,195,Anger,['Sherlock Holmes and Dr. Watson: Acquaintance (1979)'],['Perfect'],1
196,196,Disgust,"['Transsiberian (2008)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
197,197,Disgust,"['xXx: State of the Union (2005)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
198,198,Joy,"['Holiday, The (2006)', 'Star Wars: Episode VI - Return of the Jedi (1983)']","['Like', 'Perfect']",2
199,199,Fear,"['Race to Witch Mountain (2009)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
200,200,Anger,"['No Escape (1994)', 'Sneakers (1992)', 'Shawshank Redemption, The (1994)']","['Dislike', 'Like', 'Perfect']",3
201,201,Disgust,['Justice League: Doom (2012) '],['Perfect'],1
202,202,Fear,"['War of the Worlds (2005)', 'Matrix, The (1999)']","['Like', 'Perfect']",2
